msoa11cd,geometry
E02006423,POINT (486900.6440494218 159677.6641104571)
E02006420,POINT (488868.8498212197 160784.4891739311)
E02006421,POINT (494805.4225462264 160308.4751680989)
E02004416,POINT (564792.1281574119 112673.5193852021)
E02004417,POINT (559044.3882514494 110566.3900263119)
E02004414,POINT (547666.0701325377 120290.1455727431)
E02006429,POINT (534411.5942478131 158167.059940343)
E02004412,POINT (558271.6967660593 120968.1617078704)
E02004410,POINT (550880.2001707372 123309.6334341148)
E02004411,POINT (547487.0434159476 121751.3199032545)
E02004418,POINT (558343.4508049452 109473.2979372354)
E02004419,POINT (559468.1644578648 109048.4383867469)
E02004726,POINT (447592.5633448044 107160.4226132946)
E02004727,POINT (451562.1730884998 109382.4016702113)
E02004724,POINT (447994.6662709721 110175.7569163652)
E02004725,POINT (445971.1814905434 108781.6080899595)
E02004722,POINT (449534.0544522024 113292.0575778823)
E02004723,POINT (449098.4790165489 112425.7343509767)
E02003716,POINT (489621.4272557472 187525.9977552069)
E02004720,POINT (446403.3924205957 114655.1427213445)
E02003717,POINT (484776.5682986687 187064.7924516358)
E02004721,POINT (449447.432274972 114637.2732554643)
E02003714,POINT (491122.6460867119 189393.1605889981)
E02003715,POINT (484749.4064905475 188517.4022171064)
E02003712,POINT (483689.0907378781 191523.5524725893)
E02003713,POINT (489611.7038840351 189759.4813555204)
E02003710,POINT (485735.423335119 192559.8598020285)
E02003711,POINT (488650.7049068923 191954.1654530097)
E02004728,POINT (452027.1291143557 107707.8999537589)
E02004729,POINT (455784.7241449261 107240.1077241759)
E02003718,POINT (485651.0890310775 186901.5028069142)
E02004676,POINT (460740.6344294634 161547.6127634036)
E02004677,POINT (444205.3751190503 161657.9752097991)
E02004675,POINT (459406.0639775581 161953.3731667081)
E02004678,POINT (453400.2338424498 159299.7555736567)
E02004679,POINT (465939.7899074076 158756.7940059679)
E02006616,POINT (532254.4310009183 119609.5011946383)
E02006617,POINT (531034.6986174301 119440.5146015663)
E02006615,POINT (530153.9782493302 119710.0249491184)
E02006612,POINT (532991.9541615777 123821.0243395302)
E02006613,POINT (533984.3992829151 123938.2740205824)
E02006610,POINT (527833.3996958485 128786.3173508079)
E02006611,POINT (534357.4256850951 125099.8905039984)
E02006619,POINT (527794.7680013673 117057.1568077992)
E02005986,POINT (429064.3897052053 195127.7932216175)
E02005985,POINT (449102.1747469741 196236.2254389945)
E02005984,POINT (439880.6610661381 197914.2791706905)
E02005983,POINT (449405.1214454623 197497.3358494503)
E02005982,POINT (450499.9964409186 197915.1911678374)
E02005981,POINT (450677.3043259384 198778.6167199846)
E02005980,POINT (448437.996760278 199654.0426810193)
E02005988,POINT (439897.1681129531 190052.830315952)
E02005036,POINT (553811.7633046077 173193.1661614414)
E02005037,POINT (551027.577398045 172115.6277840038)
E02005034,POINT (552494.9248509044 173998.4736184576)
E02005035,POINT (556008.9230431014 173250.2426658664)
E02005032,POINT (555208.4794036542 174183.7561731774)
E02006886,POINT (426810.7185566088 189933.4045877131)
E02005033,POINT (557030.6108902274 174006.7314587171)
E02005030,POINT (553553.5037031525 174408.0946314706)
E02005031,POINT (560056.1394989823 174312.3035507569)
E02005038,POINT (553519.0203568754 172055.4328006346)
E02005039,POINT (557094.3500021943 171280.2029353004)
E02003346,POINT (575319.6114192083 164283.5967732778)
E02003347,POINT (576517.1876558389 164264.2145053321)
E02003344,POINT (577046.0579834597 164878.3863217293)
E02003345,POINT (581332.9718252327 164137.0731750475)
E02003342,POINT (581142.4482475327 165547.1821199828)
E02003343,POINT (580063.8131824943 165270.5483709246)
E02003340,POINT (576300.5631836208 165526.6127279771)
E02003341,POINT (570573.6319777197 165868.2557299141)
E02003348,POINT (579419.9470738047 164078.4083543398)
E02006336,POINT (520317.6965673267 164219.3301074128)
E02003349,POINT (580710.0687054256 163969.4569116957)
E02006337,POINT (522114.3884844455 164161.2543196661)
E02006334,POINT (513472.4235258501 160263.6402755289)
E02006335,POINT (521557.8974766324 165265.8441387915)
E02006332,POINT (508025.1410979553 163271.4019921077)
E02006333,POINT (511086.9382902999 160558.6789236209)
E02006330,POINT (511246.3510618017 164181.7674630916)
E02006331,POINT (515768.1398976392 163602.5483053774)
E02006338,POINT (521143.1869760295 163093.5979205988)
E02006339,POINT (520087.5541243299 162155.3812041111)
E02003536,POINT (464732.0983130463 101338.4283079917)
E02003537,POINT (466483.5335262059 101079.2333508136)
E02003534,POINT (465452.8599144609 102219.4748770715)
E02003535,POINT (465636.5426170472 101719.7893525064)
E02003532,POINT (465001.8458687178 102774.4649487328)
E02003533,POINT (464451.8542839971 102542.9607753495)
E02003530,POINT (465380.3931577125 103656.9517858763)
E02003531,POINT (466165.2032541595 102922.4653435452)
E02003538,POINT (465413.8468750653 100672.9835109939)
E02003539,POINT (464289.3138672708 100418.9524946931)
E02003446,POINT (474890.5267702086 170883.1398371147)
E02003447,POINT (477690.497302092 170663.0438672313)
E02003445,POINT (475946.5105914328 172451.5011409407)
E02003442,POINT (477627.0718776283 173559.5596296349)
E02003443,POINT (476229.3670387188 172900.0507572057)
E02003440,POINT (478701.0674182264 176009.3564970739)
E02003441,POINT (476370.8625001481 173999.7697978582)
E02003448,POINT (479664.0010069951 170116.689904657)
E02006436,POINT (535842.1471333875 149471.0189832591)
E02003449,POINT (475285.1248159697 170275.2058294184)
E02006437,POINT (539144.8590764494 143494.068199996)
E02006434,POINT (540295.4976947515 151045.4625866324)
E02006435,POINT (531733.8601551483 150291.397089352)
E02006432,POINT (533000.8496311883 155601.0342394233)
E02006433,POINT (539446.9608126925 152814.0089462976)
E02006430,POINT (532689.0981949094 156559.4749494849)
E02006431,POINT (534292.5931786576 155597.715272588)
E02006438,POINT (532264.9010553869 142813.338471127)
E02006439,POINT (485457.0938437374 149081.7986738826)
E02004736,POINT (460995.2837716419 105776.0684746697)
E02004737,POINT (456840.5871606902 105627.1345618846)
E02004734,POINT (458155.1363667522 106060.7995532707)
E02004735,POINT (455447.4819520773 105968.1123783915)
E02004732,POINT (449970.5322997228 106350.5888668608)
E02004733,POINT (452504.1398773512 106242.3879624955)
E02004730,POINT (456872.1602705175 107073.9690302377)
E02004731,POINT (451065.5085075042 106789.8086191303)
E02004738,POINT (461630.9551418729 105211.9801480869)
E02004739,POINT (455514.5915639782 103377.6798660327)
E02005166,POINT (559753.2594534669 141157.6622006246)
E02005164,POINT (558993.8072614307 141602.2074534768)
E02005165,POINT (563050.8816278616 141217.4674717744)
E02005162,POINT (566773.8788272605 144831.141751078)
E02005163,POINT (557896.7910400033 142060.48822792)
E02005160,POINT (559183.6052316255 146572.4889594757)
E02005161,POINT (558591.9763494412 145463.3775345238)
E02005168,POINT (558127.3128233564 140432.1594346805)
E02005169,POINT (558620.4779595436 139931.8776214081)
E02005997,POINT (436253.7316657893 218710.2593222222)
E02005996,POINT (444427.2177798947 216964.8843305047)
E02005995,POINT (427714.2693947021 218501.2426247441)
E02005994,POINT (437533.6307649039 226114.066706124)
E02005993,POINT (431248.7392717617 226831.8468656995)
E02005992,POINT (448549.7039229791 188467.2219107524)
E02005991,POINT (439852.6339501783 188283.0600183918)
E02005999,POINT (433606.9227443704 211071.3584578948)
E02005998,POINT (441768.5099394766 213465.8297308569)
E02005006,POINT (586536.2449241611 138772.6023118826)
E02005087,POINT (551899.459098282 169974.1618601737)
E02005007,POINT (597195.2166451574 140044.4810180894)
E02005086,POINT (578404.5578407586 143611.1129304844)
E02005004,POINT (601152.062393557 139942.4750429931)
E02005085,POINT (574082.9347362316 145093.0445937793)
E02005005,POINT (605454.1558079334 139165.3722759223)
E02005084,POINT (583566.4639464885 145195.4135027079)
E02005002,POINT (599437.1815547773 141663.4760914597)
E02005083,POINT (574526.3256439986 151401.8351783417)
E02005003,POINT (599565.8478993806 140708.3488843401)
E02005082,POINT (579772.5864463199 151974.1261511215)
E02005000,POINT (601140.0249610702 141979.8155708902)
E02005081,POINT (570977.06408338 152641.8447555115)
E02005001,POINT (602989.0894398362 141901.2524669499)
E02005080,POINT (578260.9765025463 152835.3118810015)
E02005008,POINT (588462.836368973 133862.7416414739)
E02005089,POINT (551385.4208865066 167978.8163285339)
E02005009,POINT (594830.2365292505 130857.9768884033)
E02005088,POINT (550820.7368953465 169027.1001869422)
E02003356,POINT (490545.9299784329 169381.2889196394)
E02003357,POINT (488242.675532796 168803.8428346494)
E02003354,POINT (487818.9110472093 170177.6696800569)
E02003355,POINT (486205.0302989387 169938.839945481)
E02003352,POINT (489633.2592317758 170812.5483242069)
E02003353,POINT (484821.0836196551 170387.5911750805)
E02003350,POINT (575702.57696876 163457.1738975579)
E02003351,POINT (577166.6837392747 162802.7729801605)
E02004368,POINT (579621.996908061 112484.6155762282)
E02004369,POINT (581361.7445419201 111453.6631637027)
E02003358,POINT (486723.0898578153 168170.8302153418)
E02006387,POINT (525720.3372461341 148989.9644067405)
E02003359,POINT (488297.529832806 167310.586214839)
E02006386,POINT (526125.5594443388 149899.6572343751)
E02006385,POINT (528405.5389756089 151052.7994591)
E02006384,POINT (527491.4715454276 151070.302666352)
E02006383,POINT (525752.4071569627 151090.3701310027)
E02006382,POINT (529640.9403163409 152816.2233697033)
E02006381,POINT (524855.3734750557 155724.6218028612)
E02006380,POINT (523100.1247446216 156178.2521644244)
E02006389,POINT (526135.1946533002 148126.8594810889)
E02006388,POINT (528071.164399064 148570.2456928492)
E02006566,POINT (486342.5702335308 107367.0800591814)
E02006567,POINT (476958.8341559117 107122.4366929058)
E02006565,POINT (497510.7817696717 121141.9741431291)
E02006562,POINT (502898.0407038563 130107.8074432231)
E02006563,POINT (481672.9784291303 123273.5561197038)
E02006560,POINT (489652.0508479908 98553.83985919881)
E02006568,POINT (486342.4186928488 105636.9195514584)
E02006569,POINT (477473.6307454704 105358.8453363432)
E02003506,POINT (528069.6395317308 105550.6942166915)
E02003587,POINT (459682.31783152 91698.62739004192)
E02003507,POINT (536132.9856463205 105557.6752588207)
E02003586,POINT (458410.7015162598 91812.70871214295)
E02003504,POINT (530971.020706904 105851.1505595279)
E02003585,POINT (454864.2240101907 92121.74438170163)
E02003505,POINT (531779.6148093968 105604.2382464225)
E02003584,POINT (459488.3578454139 92461.8704897321)
E02003502,POINT (525399.3231114902 106314.714985025)
E02003583,POINT (450783.4517968221 94939.84933710378)
E02003503,POINT (526897.9499643005 106249.5008363749)
E02003582,POINT (448765.998010556 95094.00052224883)
E02003500,POINT (531318.2407612742 106654.7846840577)
E02003581,POINT (449647.567418855 95518.03046756398)
E02003501,POINT (529960.8450693915 106540.6808958088)
E02003580,POINT (444929.3339367975 109946.7262933147)
E02003508,POINT (532505.5296468117 105388.11279785)
E02003589,POINT (449363.9057247955 89457.82842652482)
E02003509,POINT (528846.2475688858 105343.3214648487)
E02003588,POINT (450638.640177989 89534.91968902049)
E02003456,POINT (476743.4500226984 165791.6085292175)
E02003457,POINT (479831.1723172893 165494.5786971136)
E02003454,POINT (479947.81141364 168330.9925427901)
E02003455,POINT (471752.8413108904 166546.601489476)
E02003452,POINT (482404.4444102744 168843.5131005111)
E02003453,POINT (479010.5508048183 168685.3276536585)
E02003450,POINT (473488.5472310829 169575.2581137111)
E02003451,POINT (481395.8832021594 168990.0191234895)
E02003458,POINT (483404.3590217495 164887.4769631287)
E02006406,POINT (504116.4968218956 171569.0224362597)
E02003459,POINT (488752.3950169516 251766.0420501168)
E02006407,POINT (507659.4633294882 171315.841045711)
E02006404,POINT (506323.4647829048 173385.0713321902)
E02006405,POINT (506253.0179262669 171747.9908972606)
E02006402,POINT (504578.4836321524 162164.4282288401)
E02006403,POINT (505618.0309832869 174103.1947867732)
E02006400,POINT (502325.4647711664 163933.8992259793)
E02006401,POINT (504790.0163190673 164134.864771289)
E02006408,POINT (508612.9022289916 170636.269986791)
E02006409,POINT (505437.0171306885 170661.4700570545)
E02004706,POINT (477997.7960590885 127910.1144808864)
E02004786,POINT (438801.9506020502 110118.1212303845)
E02004704,POINT (478602.9354076195 134574.9258597438)
E02004785,POINT (429679.2972006731 108859.1145368442)
E02004784,POINT (432643.1883707272 112026.5868523124)
E02004783,POINT (435298.5548579503 112699.097257564)
E02004782,POINT (435762.552420415 113588.5083223503)
E02004700,POINT (479979.5388850565 135935.2760426781)
E02004781,POINT (434065.2921300891 113642.6689792728)
E02004780,POINT (434611.3212378713 114051.6558911357)
E02004708,POINT (474595.6417253966 123208.4962405292)
E02004709,POINT (470403.1943842343 115700.7937027571)
E02004788,POINT (416120.6228616989 106148.76830599)
E02003687,POINT (499489.7605633411 190390.9459136443)
E02003686,POINT (500376.097405225 191482.6172899723)
E02003685,POINT (498379.8312301573 193100.5564912913)
E02003683,POINT (499376.3035279342 197553.5622144176)
E02003682,POINT (496795.6980323062 197514.3398979345)
E02003681,POINT (496856.5657777412 198860.6489223131)
E02003680,POINT (487763.2265611056 200466.5632830003)
E02003689,POINT (500248.9429885753 187709.2449815405)
E02003688,POINT (493856.5925462434 190705.3445043608)
E02005174,POINT (577662.4953512126 136156.9581709013)
E02005175,POINT (576633.6916150796 130612.3435861819)
E02005172,POINT (570315.1052948609 139143.6851111323)
E02005173,POINT (558331.4562853555 138280.3228111354)
E02005171,POINT (556698.3474777449 139345.6263300244)
E02004842,POINT (465634.2572535031 111609.1628221653)
E02004840,POINT (455458.7886818803 117385.0897768916)
E02004841,POINT (455031.5210679837 110985.2766685634)
E02005016,POINT (611502.6168849238 166355.0815157245)
E02005097,POINT (551525.720647437 155580.8668895153)
E02005017,POINT (610699.4153911249 166140.3252152039)
E02005096,POINT (553410.0033614825 156450.1336856211)
E02005095,POINT (554091.6040197357 158863.156346997)
E02005015,POINT (618786.8177170479 166565.8253827073)
E02005094,POINT (550470.096323817 158842.4538953829)
E02005093,POINT (557332.9948283753 163388.7506234404)
E02005091,POINT (555735.8905336143 167885.9261087832)
E02005011,POINT (619808.7421414582 168037.6070039062)
E02005090,POINT (560710.8704198257 167859.2919137659)
E02005018,POINT (609763.237688159 164857.7650632702)
E02005099,POINT (545243.6715717209 154201.836681529)
E02005019,POINT (620532.8596204416 161405.8504824774)
E02005098,POINT (553036.3801182832 154601.1784884642)
E02004376,POINT (581926.321891529 109806.2709996591)
E02004377,POINT (578839.5454336322 109378.1911802159)
E02004374,POINT (582939.1165212945 110402.9955876678)
E02004375,POINT (580471.8326432813 110004.3022106139)
E02004372,POINT (582418.5655130767 110942.5480041355)
E02004373,POINT (579803.2599319252 110875.2556786206)
E02003326,POINT (578170.6437924049 167937.2800071533)
E02004370,POINT (579042.1117268135 111619.0439084059)
E02003327,POINT (574086.2620793002 167806.291354362)
E02004371,POINT (583669.7387393552 111515.0087054827)
E02003324,POINT (572217.0917535888 168472.0584372478)
E02003325,POINT (577243.9132511839 168222.822970319)
E02003322,POINT (577695.0525884758 169052.2359191122)
E02003323,POINT (578743.8390963674 168668.2846529749)
E02003320,POINT (576734.0519002791 169351.541257398)
E02003321,POINT (572045.9715552052 169101.8310445604)
E02004378,POINT (580300.0528890198 109208.5779818433)
E02004379,POINT (540704.2142411807 119893.6018092017)
E02003328,POINT (575828.7638545458 167467.5937516331)
E02006397,POINT (499775.2803457056 167903.8246643092)
