msoa11cd,geometry
E02004436,POINT (573423.1076994309 189143.2657479974)
E02004437,POINT (567365.2199614549 189022.0294055708)
E02004434,POINT (574201.5849336976 189772.0162597555)
E02004435,POINT (572053.8091186937 189551.4560119545)
E02004432,POINT (568617.1352189984 192749.5988786716)
E02004433,POINT (568578.0351806874 190062.2208088624)
E02004430,POINT (576116.0319662264 192926.1321294163)
E02004431,POINT (574939.6223460303 192462.3703970292)
E02004438,POINT (571204.9791606545 188938.9067753346)
E02004439,POINT (568505.199636878 188690.9842787082)
E02003737,POINT (559189.9634329131 273574.4502459004)
E02003734,POINT (554263.0477820685 281112.2374281578)
E02003735,POINT (553492.3129759741 280081.8747923662)
E02003730,POINT (545311.2206492437 256447.8503894322)
E02003731,POINT (546964.5206854716 255936.9516943397)
E02003738,POINT (563793.2292867466 271509.7342222941)
E02004940,POINT (514845.7918452155 205933.1270884739)
E02004941,POINT (517524.6160315068 204151.3635208363)
E02004948,POINT (522464.5624940273 225409.9564770924)
E02004949,POINT (524556.3165895105 225051.2040659087)
E02006276,POINT (588325.8845825412 266193.3002136092)
E02006277,POINT (587560.9984521182 264574.3928824118)
E02006274,POINT (591039.0194180668 272657.3589567899)
E02006275,POINT (584313.5295175256 265914.4675092415)
E02006272,POINT (613229.5507994202 249792.1852665286)
E02006273,POINT (596808.61622716 274563.810930212)
E02006270,POINT (605663.2268505212 258537.918514371)
E02006271,POINT (607939.9054717893 252741.9023085157)
E02006278,POINT (585090.9125566103 264502.1214056879)
E02006279,POINT (583860.2940945354 263848.509077418)
E02003297,POINT (569961.7380074934 183746.2954508189)
E02003296,POINT (570341.019560173 184192.8851886486)
E02003295,POINT (592651.5787922866 185208.6476046114)
E02003294,POINT (590432.9205861106 185292.2302462308)
E02003293,POINT (587470.6484710086 185554.611065555)
E02003292,POINT (589114.1103407196 185600.2890793369)
E02003291,POINT (593635.1651440667 185831.8648762148)
E02003290,POINT (586078.1898345241 185851.7714187155)
E02003299,POINT (565395.5265572584 182424.28498923)
E02003298,POINT (569216.5908801922 183090.2673942432)
E02004576,POINT (622790.0871483972 230383.5205531739)
E02004577,POINT (606307.7506354447 225985.0384664073)
E02004574,POINT (624060.9424569153 231296.7124866992)
E02004575,POINT (610787.463732489 231376.3770059112)
E02004572,POINT (594317.0314514699 187601.7108692385)
E02004573,POINT (625651.962170783 231724.1971688448)
E02004570,POINT (580886.1030694635 190546.744126669)
E02005526,POINT (617696.3834393919 314582.025231763)
E02005527,POINT (629222.2685006987 312942.8086539124)
E02005524,POINT (624457.6816700976 315259.0175694738)
E02005525,POINT (616611.7299322976 314464.1180934433)
E02004578,POINT (624957.7126129949 221479.5564309689)
E02005522,POINT (626144.6191341992 319994.9605325986)
E02004579,POINT (616546.6548275524 220588.3591307696)
E02005523,POINT (619085.7220909472 316815.8814929584)
E02005520,POINT (619300.7155559702 326565.815233366)
E02005521,POINT (610346.0283295377 322887.2134709539)
E02005528,POINT (623617.861909869 312651.2705994333)
E02005529,POINT (620342.6785478638 312635.0869310391)
E02004497,POINT (573226.8991189012 205245.6838635837)
E02004496,POINT (570701.9157639581 205595.6760490407)
E02004495,POINT (567419.5751281912 206189.3897121055)
E02004494,POINT (570702.1323618321 206684.7863632609)
E02004493,POINT (569659.8334116396 207008.7099590217)
E02004492,POINT (572635.3141415135 207109.8991177936)
E02004491,POINT (572458.3351954803 208356.0610738448)
E02004490,POINT (569869.4188804686 208425.792408146)
E02004499,POINT (571054.7590211671 204769.5643069777)
E02004498,POINT (572160.9549107205 204912.0615590449)
E02003793,POINT (532921.9964398138 244172.251807814)
E02003792,POINT (538668.2363432624 244808.7539950996)
E02003791,POINT (547977.3218516276 246443.2429481389)
E02003790,POINT (557003.7776784936 247225.407214874)
E02003719,POINT (545786.675695514 261184.3086941716)
E02003626,POINT (507311.6734516543 250070.273754574)
E02003627,POINT (505474.4446797124 249860.8765386419)
E02003624,POINT (505820.6359467432 250563.6588211839)
E02003625,POINT (504499.5042818168 250542.4101015786)
E02003622,POINT (507650.1221489321 251236.0672825744)
E02003623,POINT (500791.8363308898 250599.7135963832)
E02003620,POINT (505452.9479377572 252313.2711401859)
E02003621,POINT (506766.4617494654 251821.3377986439)
E02003628,POINT (503726.8188228497 249492.8667300005)
E02003629,POINT (506045.4185102928 248501.2633661871)
E02004956,POINT (509165.1383381236 202238.5900047364)
E02004957,POINT (510035.6966871968 201277.9660160096)
E02004954,POINT (525144.130329083 221990.7090107551)
E02004955,POINT (526148.2737972895 221740.1962385809)
E02004952,POINT (526484.0138593676 223410.7771230809)
E02004953,POINT (525665.7317852887 223220.4082533047)
E02004950,POINT (526084.2879208223 224566.4903930789)
E02004951,POINT (524515.0595736274 224080.0823819404)
E02004958,POINT (507581.1692620753 197463.9984981364)
E02004959,POINT (504864.800109674 195835.770783472)
E02004866,POINT (503855.308973008 207982.5006666626)
E02004867,POINT (498089.1886992828 207943.1389341256)
E02004864,POINT (499133.4746472936 208311.9728955713)
E02004865,POINT (504738.2106996037 208191.2690861805)
E02004862,POINT (506586.9292311518 209534.3560769495)
E02004863,POINT (506215.3022384223 208331.3014892311)
E02004860,POINT (507775.1085017159 209982.5147182945)
E02004861,POINT (497707.1052961216 209210.4380843245)
E02004868,POINT (507308.2050437782 207715.4016621162)
E02004869,POINT (499368.6591717327 207430.2977173818)
E02006246,POINT (615094.8138156664 246509.8370979207)
E02006247,POINT (613937.6691230546 246009.6858143976)
E02006245,POINT (614953.2356876141 247367.2254611406)
E02006242,POINT (570390.3683407828 269975.1664946749)
E02006243,POINT (563580.5842234702 264725.4659578362)
E02006241,POINT (571423.0797677727 275146.3374220126)
E02006248,POINT (618308.1596876588 245765.1654901352)
E02006249,POINT (616774.919057406 245452.3654068937)
E02004546,POINT (545403.6603600573 210235.7751530822)
E02004547,POINT (543899.9825851612 210304.138726329)
E02004544,POINT (547513.8614080583 211694.8847752669)
E02004545,POINT (546340.2505581502 210609.0846118897)
E02004542,POINT (543971.8543859415 193126.68145917)
E02004543,POINT (544537.3978578002 192099.3160728057)
E02004540,POINT (541971.8855652632 195513.4322284648)
E02004541,POINT (541459.4446895058 193948.2293674516)
E02005536,POINT (632606.9599462319 308430.3332000488)
E02005534,POINT (626368.1745583393 309648.555165163)
E02005535,POINT (627548.620037555 309411.8214484357)
E02004548,POINT (547895.370742629 209432.5969376778)
E02005532,POINT (625228.385231314 311487.3166384589)
E02004549,POINT (545789.1112940605 208937.4611939844)
E02005533,POINT (634606.9820695973 310059.5225539568)
E02005530,POINT (621243.0019288291 312048.4420248577)
E02005531,POINT (624443.0559248677 312009.1192264414)
E02003636,POINT (508171.4813922146 230920.9900134704)
E02003637,POINT (500392.081053811 228159.0671519682)
E02003634,POINT (506636.484471331 246280.3190738757)
E02003635,POINT (500874.785427253 245182.1565163449)
E02003632,POINT (503760.1054514283 247884.1525217194)
E02003633,POINT (503073.9101505075 247085.5177103379)
E02003630,POINT (505033.3476731168 248354.5659632699)
E02003631,POINT (503046.6021225987 248321.783817842)
E02003638,POINT (493213.129722571 225837.8521988619)
E02003639,POINT (492390.7843336171 225529.4411480053)
E02004926,POINT (513634.7896746243 214245.0712931751)
E02004927,POINT (517624.5606440793 213828.9858156524)
E02004924,POINT (512492.0952936332 215377.415948968)
E02004925,POINT (514417.9232139603 214868.898206698)
E02004922,POINT (516559.7936509704 227341.3746263168)
E02004923,POINT (522716.7844265994 218951.5959127719)
E02004920,POINT (517839.9313968956 229572.6220678095)
E02004921,POINT (519412.892077941 228844.293474598)
E02004928,POINT (514520.5712037896 213018.6527588746)
E02004929,POINT (510331.6557813563 212336.179651704)
E02004876,POINT (501645.2759540102 203548.4421752393)
E02004877,POINT (507035.9219801673 202915.0004271116)
E02004874,POINT (506133.1396239857 206130.8147926428)
E02004875,POINT (507029.7011959983 205575.3592198803)
E02004872,POINT (508057.5652318864 206630.7401396104)
E02004873,POINT (504832.5661116351 206358.1695962584)
E02004870,POINT (506197.7636578847 207166.772214026)
E02004871,POINT (503552.1442457547 206918.8442285603)
E02004878,POINT (536318.0966928349 229441.5272791621)
E02004879,POINT (530133.7738252003 223700.8556074761)
E02006306,POINT (652822.2451971278 292572.9900553221)
E02006307,POINT (651856.8101967737 291924.1623300111)
E02006304,POINT (652818.2073718033 294468.0831476345)
E02006305,POINT (654556.384654687 293495.0172832718)
E02006302,POINT (653637.0808869078 296178.7001790262)
E02006303,POINT (653852.3048436865 294780.7014962967)
E02006300,POINT (629104.3365987624 235149.8622238344)
E02006301,POINT (630170.9635139805 234463.3075134076)
E02006308,POINT (654247.1413252319 291974.7803995538)
E02006309,POINT (653168.3232158312 291455.8027177879)
E02003266,POINT (503898.274250384 223617.2380124241)
E02003267,POINT (507960.8309880871 223062.5829022452)
E02003264,POINT (508887.6815855303 223994.6980581291)
E02003265,POINT (511200.9003094016 223751.3426097881)
E02003262,POINT (505273.8937256069 224238.9316805318)
E02003263,POINT (507100.0722631603 224087.4361562333)
E02003260,POINT (506267.2588176574 225422.7890589809)
E02003261,POINT (508174.1220277118 225100.2836502686)
E02003268,POINT (506138.205486801 223110.9360772715)
E02006256,POINT (616084.743106926 243184.7003659276)
E02003269,POINT (509940.4968069012 222963.9513263634)
E02006257,POINT (613860.6446201924 242935.6257219536)
E02006254,POINT (614826.1375662793 243993.2070851227)
E02006255,POINT (617762.209538275 243687.758112329)
E02006252,POINT (618624.4736840733 244459.8839429115)
E02006253,POINT (619488.5002369978 244291.6278149092)
E02006250,POINT (615205.2212690832 245230.9179050748)
E02006251,POINT (617391.7189213871 244517.5260163284)
E02006258,POINT (619001.1429422633 242605.8580371773)
E02006259,POINT (614754.233970504 242345.3851839745)
E02004556,POINT (585248.984590899 211764.5425007514)
E02004557,POINT (585948.1074102693 208275.061588615)
E02004554,POINT (543915.285197787 207549.3801842548)
E02004555,POINT (593423.9063703549 211487.4119192486)
E02004552,POINT (543192.0752899998 208369.2717951227)
E02004553,POINT (545279.6881895391 207823.1550395662)
E02004550,POINT (544558.8496797099 208660.7528785376)
E02004551,POINT (546983.4845783722 208779.0362508956)
E02005506,POINT (595573.8079885311 312830.2646735288)
E02005587,POINT (625366.9084834728 309904.3327235383)
E02005507,POINT (598836.2550274112 312066.7822026959)
E02005586,POINT (623339.8514766104 310066.0414815908)
E02005504,POINT (589145.8029606284 317874.5543736943)
E02005585,POINT (621857.6519804145 310530.6106062642)
E02005505,POINT (599000.8558988397 313754.4467608452)
E02005584,POINT (622671.8035639216 311314.4837102584)
E02004558,POINT (585195.5693590817 206743.3253752303)
E02005583,POINT (636754.1191089042 319622.6329012886)
E02004559,POINT (584950.0503525445 205978.4597579431)
E02005503,POINT (601740.0824254702 319115.6608719578)
E02005582,POINT (637664.1033208841 325370.7106762849)
E02005581,POINT (630226.7304360346 325953.3490361283)
E02005580,POINT (592446.7545688201 330115.7238018594)
E02005508,POINT (604593.5772348434 311105.8271960284)
E02005589,POINT (620059.6409026575 309220.4131055043)
E02005588,POINT (618312.5779264816 309304.4973450492)
E02004466,POINT (562943.4893194936 195290.6744603337)
E02004467,POINT (558842.2291012994 194772.1461310883)
E02004464,POINT (558903.3135373881 199244.4858001794)
E02004465,POINT (564575.089517534 199280.7229588647)
E02004462,POINT (581897.6753803125 214128.439630095)
E02004463,POINT (579548.8086553733 211877.1440452209)
E02004460,POINT (581704.5985930834 215973.5667473267)
E02004461,POINT (580938.7926777157 214811.4356452135)
E02004468,POINT (561467.2511974473 194871.4453049089)
E02004469,POINT (558076.6939473931 194277.3723530601)
E02003766,POINT (524879.2782912501 270160.0417248398)
E02003764,POINT (523093.0147266315 272358.979806911)
E02003765,POINT (531472.3643667174 271844.4743112476)
E02003762,POINT (520349.5115104431 271511.225231564)
E02003763,POINT (531024.47635575 272999.4678808569)
E02003760,POINT (524388.154710605 273290.0103514709)
E02003761,POINT (525166.3137884585 273082.7787624514)
E02003768,POINT (529864.6275159186 270200.8824868242)
E02003769,POINT (519359.9608462572 267347.2926551112)
E02003606,POINT (506555.5859189437 238647.7785772819)
E02003607,POINT (499296.5218428996 241035.8564941084)
E02003605,POINT (495419.652495735 241906.1102760283)
E02003602,POINT (516020.2159094834 246351.0103247786)
E02003603,POINT (519200.9146233465 244762.6828696802)
E02003600,POINT (516998.4900636587 249220.7033153195)
E02005604,POINT (634568.1842961933 300524.2233925518)
E02003601,POINT (522199.5083209302 249296.476217909)
E02005605,POINT (619545.7721514031 299991.6856209535)
E02005602,POINT (626881.635423395 302093.2295161517)
E02005603,POINT (611849.1657516954 301854.2449398246)
E02005601,POINT (610910.3943508581 302279.7437097988)
E02003608,POINT (518987.3247960515 237614.5814216504)
E02003609,POINT (514121.565529409 238704.369316101)
E02005608,POINT (629904.466802391 291139.4632183435)
E02004936,POINT (517187.0216213867 207231.9860420419)
E02004937,POINT (513717.5302644531 206495.957990695)
E02004934,POINT (516113.6374845889 207410.0009039372)
E02004935,POINT (515130.8426090338 207111.6466155022)
E02004932,POINT (514486.2940433417 208454.1982879941)
E02004933,POINT (515973.6273350249 208303.1805504884)
E02004931,POINT (517021.632418626 208945.9387929027)
E02004938,POINT (518252.0316528169 206674.1173832958)
E02004939,POINT (516584.329768538 206135.6424762273)
E02004846,POINT (536675.4544611766 207131.7085496512)
E02004847,POINT (536582.4753300819 205037.6739429374)
E02004844,POINT (537798.563316001 209702.4954639104)
E02004845,POINT (537137.7175857252 208734.6584118084)
E02004843,POINT (537347.0982035844 210395.6310202398)
E02004848,POINT (534102.459908668 203980.348485445)
E02004849,POINT (532441.9056688668 203472.1948893089)
E02006316,POINT (638937.4780403944 277600.249334818)
E02006315,POINT (649908.9960585709 277745.8278628095)
E02006312,POINT (643862.5410842231 289358.4826120397)
E02006313,POINT (652792.308752731 289351.2425528999)
E02006310,POINT (651322.3290769816 290554.5637078378)
E02006311,POINT (642527.3610852493 289800.5923945222)
E02003276,POINT (507754.1925959489 221498.3600759531)
E02003277,POINT (508024.2328455975 220686.0782835823)
E02003274,POINT (508274.6987634248 222066.3870514592)
E02003275,POINT (509296.0003436543 221782.7862517018)
E02003272,POINT (507309.8852564708 222470.4671760442)
E02003273,POINT (510528.8575848619 222126.9249267725)
E02003270,POINT (504801.0780294972 222797.086537936)
E02003271,POINT (511947.5019711119 222499.7925761481)
E02003278,POINT (509141.0734870486 220530.6412312153)
E02003279,POINT (583851.4753347039 188995.0966436217)
E02006227,POINT (594715.9782898063 250385.6285115113)
E02006228,POINT (583080.3838752654 248416.1498308235)
E02006229,POINT (586450.8586564178 245069.9012111541)
E02004527,POINT (549992.557910642 205641.1918292529)
E02004524,POINT (596491.5722147319 219013.651825409)
E02004525,POINT (589452.3696932476 216249.3112357548)
E02004522,POINT (603795.2290846442 222650.3672573774)
E02004523,POINT (600123.777839319 222457.1065692119)
E02004520,POINT (598084.8297384136 222899.0925536114)
E02004521,POINT (601344.9572269124 223225.5119155482)
E02005516,POINT (599818.1714180382 285803.2778749153)
E02005597,POINT (617671.9779550845 310685.703154233)
E02005517,POINT (586328.3030078497 283742.5319164688)
E02005596,POINT (623236.3423978229 306568.4509219775)
E02005514,POINT (579956.8753548717 293826.7406127558)
E02005595,POINT (620958.2960097166 306675.7724639074)
E02005594,POINT (622443.9737935684 307761.4286810879)
E02004528,POINT (539568.0804965971 206499.4382377981)
E02003739,POINT (558911.7264340622 266986.3131128681)
E02003646,POINT (500717.0485347304 222165.7528650062)
E02003647,POINT (501541.5639044736 221869.3601952497)
E02003644,POINT (502061.697264772 223914.0946594794)
E02003645,POINT (503540.0124561897 222457.2551830091)
E02003642,POINT (502626.8472153458 224688.1321557077)
E02003643,POINT (493276.7598247088 224501.9023770129)
E02003640,POINT (491242.2227235088 225174.4022591417)
E02003641,POINT (490463.3203795861 225185.3279510618)
E02003648,POINT (502937.8884317146 221171.0518870708)
E02003649,POINT (502371.738070937 220797.4052591851)
E02004976,POINT (511181.026350222 196601.2085105336)
E02004977,POINT (510352.0294401304 196016.816613603)
E02004974,POINT (510056.9984147451 197969.2824436036)
E02004975,POINT (509640.7054850036 196952.4865444039)
E02004972,POINT (511620.1328387824 198329.6468695492)
E02004973,POINT (510857.2280043195 198234.5993889907)
E02004970,POINT (511915.4104315691 199653.0806485557)
E02004971,POINT (510340.2863091485 198995.032802481)
E02004978,POINT (509781.9237307423 195488.4955282354)
E02004979,POINT (511754.9117042597 195020.5938763231)
E02006826,POINT (563961.8740556315 263470.1432963318)
E02006825,POINT (566286.202466618 260952.5073554826)
E02004897,POINT (524163.585904538 201342.4979036851)
E02004896,POINT (525328.8876311532 201384.4310741538)
E02004895,POINT (537592.4858949684 211706.8566967584)
E02004894,POINT (532679.9936301387 212301.0798339233)
E02004893,POINT (534360.4334095886 212956.1972853719)
E02004892,POINT (531032.9305203634 213073.9880238978)
E02004891,POINT (532297.0238481846 213555.3811324234)
E02004890,POINT (535359.9563510189 214745.2606010029)
E02004899,POINT (518586.441218994 200896.6613189977)
E02004898,POINT (526436.1001940307 200954.6383344051)
E02006266,POINT (597961.5552857406 262130.8837357783)
E02006267,POINT (614863.9146801216 260812.2149631637)
E02006264,POINT (595674.345890026 265456.4336697953)
E02006265,POINT (606820.4494239237 263261.4332937078)
E02006260,POINT (618256.783039798 242153.9085928844)
E02006261,POINT (614639.472905064 274266.6772616911)
E02006268,POINT (604611.5796795685 257888.5901099281)
E02006269,POINT (603432.3385853597 258845.3243893009)
E02003287,POINT (590501.4276286584 186457.9070991937)
E02003286,POINT (582843.202933275 186529.1756864756)
E02003285,POINT (586465.915954964 186658.4506419362)
E02003284,POINT (589243.7287535691 186743.4980468262)
E02003283,POINT (584885.7156879357 187194.7112171183)
E02003282,POINT (586675.4734750245 187436.0363472361)
E02003281,POINT (583768.1578272223 187754.9323280253)
E02003280,POINT (586632.2438849132 188364.7240469714)
E02003289,POINT (584447.7053476202 186125.5575542058)
E02003288,POINT (587930.7695021335 186385.991907456)
E02004566,POINT (587798.3897118679 191139.4037952794)
E02004567,POINT (580901.238928241 191779.1108727231)
E02004564,POINT (586487.2074643736 192710.5962463552)
E02004565,POINT (584280.8228745545 192629.5593998418)
E02004563,POINT (581133.4986255171 194748.0457088813)
E02004561,POINT (588966.9410158132 200841.8205060629)
E02005556,POINT (564219.1452129069 321888.2955211065)
E02005557,POINT (562483.1911906597 321207.7647017461)
E02005554,POINT (568834.793135007 330242.9903669214)
E02005555,POINT (564529.198222528 323401.4684444175)
E02004568,POINT (579622.0615776854 191594.6185880968)
E02005552,POINT (580460.1175662159 337029.5327145504)
E02004569,POINT (587242.7290948767 190908.4472983304)
E02005553,POINT (567766.3459155571 336655.3556198019)
E02005550,POINT (650916.4523635709 303411.9315567855)
E02005551,POINT (567593.5940871825 340803.4932375167)
E02005558,POINT (555874.6796664291 320340.206557198)
E02005559,POINT (563345.7722367125 320202.6401445258)
E02004487,POINT (568678.8151405647 208645.0331231311)
E02004485,POINT (570905.5714353032 214470.1326922914)
E02004484,POINT (580911.6275095758 183051.6758502527)
E02004483,POINT (579325.9989058929 183054.4937699851)
E02004482,POINT (578435.6196873703 183737.3896972713)
E02004481,POINT (580787.8851204884 183885.9668076203)
E02004480,POINT (579298.6915050913 184280.6424425467)
E02004489,POINT (574963.0179632201 209326.7373980851)
E02004488,POINT (572156.0352756227 209103.9714661036)
E02003787,POINT (525046.0677566994 252157.4826727831)
E02003786,POINT (546540.0314733766 252434.2225168577)
E02003785,POINT (550956.2454117547 256557.3073783575)
E02003784,POINT (537103.4779342512 257717.1987493984)
E02003783,POINT (542416.6407482643 260959.7281661464)
E02003781,POINT (547633.0199844544 262601.4095336973)
E02003780,POINT (544150.3049133481 263143.4403029368)
E02003789,POINT (548761.0883797206 249579.4535456931)
E02003788,POINT (542676.0205606535 251099.3279277976)
E02003650,POINT (498935.8408402141 220123.3135177032)
E02003651,POINT (506598.1301264013 219249.636253799)
E02004946,POINT (525621.0056358365 225988.7296154235)
E02004947,POINT (526376.2706857047 225480.9307454976)
E02004944,POINT (525191.3253861687 226594.6491032608)
E02004945,POINT (523796.6685290377 225790.2059231738)
E02004942,POINT (514326.0341835395 203597.2775936836)
E02004943,POINT (512921.9747432325 202714.4692838333)
E02005593,POINT (620037.4292510487 307927.4689199817)
E02005592,POINT (621669.9384021205 308330.7916792359)
E02005590,POINT (622505.2236107482 309057.7386651958)
E02003599,POINT (516975.264697379 250066.0379112278)
E02005518,POINT (587859.1514207103 283703.8141048148)
E02005599,POINT (615197.1601972753 304977.3069919412)
E02005519,POINT (586354.8577813758 282430.1719540724)
E02005598,POINT (616704.7958133845 307084.9495705345)
E02004476,POINT (578394.2844144043 187766.6988885415)
E02004477,POINT (581411.8843652208 187536.9445759924)
E02004474,POINT (579590.7636641061 188869.4042581773)
E02004475,POINT (577006.3046748616 188190.3229557369)
E02004472,POINT (562237.6541093853 192130.6030978814)
E02004473,POINT (577251.9988363099 189088.2943539167)
E02004470,POINT (559218.8450131802 193194.1685922797)
E02004471,POINT (560059.9612629707 192594.8328045902)
E02004478,POINT (580417.6017313218 187319.5602549705)
E02004479,POINT (577301.9281362562 186865.6334125079)
E02003776,POINT (544941.3769989512 267586.792268944)
E02003777,POINT (539415.4033648774 266796.4506408712)
E02003774,POINT (516751.5161930638 259278.7702959838)
E02003775,POINT (539976.2471915965 270178.3903451814)
E02003772,POINT (517287.8508878782 260246.4206694239)
E02003773,POINT (518673.7290213378 259221.6860186654)
E02003770,POINT (520076.6650893452 261300.0571355582)
E02003771,POINT (518787.7283164595 260678.6677841776)
E02003778,POINT (549551.4390228256 265748.0332405537)
E02003779,POINT (537967.0121626318 263271.2036587695)
E02003616,POINT (502930.1733640438 262247.0049375565)
E02003617,POINT (496100.1054616959 255794.5214977548)
E02003614,POINT (502905.2372042063 234780.402864708)
E02003615,POINT (504599.5145050155 233038.8056823771)
E02003612,POINT (521462.5774019621 236558.2891094248)
E02003613,POINT (503535.5368940691 235395.1091864214)
E02003610,POINT (503480.1001139465 237580.7547850661)
E02003611,POINT (515999.4292833331 236339.7172039038)
E02003618,POINT (502331.3230319247 253338.49871514)
E02003619,POINT (510333.8455282312 252885.7791489516)
E02004987,POINT (525705.1458127421 211813.0793655293)
E02004906,POINT (519923.9212354911 196127.2629161581)
E02004986,POINT (524597.8011887524 212257.4020329386)
E02004907,POINT (513496.5279218988 195498.0092428775)
E02004985,POINT (523163.1104545685 212486.2763756848)
E02004904,POINT (520679.8568892267 196680.4325132035)
E02004984,POINT (526330.1223195514 212696.8809566695)
E02004905,POINT (518288.4549605998 195836.9200975228)
E02004983,POINT (525107.6570679598 214013.3984423018)
E02004902,POINT (518725.4488879612 197404.3241357779)
E02004982,POINT (523858.0202767916 214301.4085500772)
E02004903,POINT (512398.0501842992 197036.288758075)
E02004981,POINT (522871.210666409 215343.6350488342)
E02004900,POINT (516180.1524945043 199685.3631917262)
E02004980,POINT (524845.9879153704 217556.9426960014)
E02004901,POINT (519295.3862692894 197963.8707500603)
E02004989,POINT (521456.370745842 208748.1253328458)
E02004908,POINT (514645.6158631326 194685.3826099716)
E02004988,POINT (524367.921183048 211278.0707153522)
E02004909,POINT (535718.4901608175 241700.0265378735)
E02004856,POINT (506186.7826262177 216103.7551807041)
E02004857,POINT (491676.0102646902 211403.8978370418)
E02004854,POINT (536054.4372052553 201366.4801254349)
E02004855,POINT (536264.8547361317 200446.7314015236)
E02004852,POINT (536036.4010234074 202446.6933359328)
E02004853,POINT (534688.6268547851 202292.8817661139)
E02004850,POINT (536007.0848647365 203448.3277098596)
E02004851,POINT (534229.612001235 203227.4336765588)
E02004858,POINT (492319.7376303656 212160.2189187203)
E02004859,POINT (493348.2845932505 211803.8461357195)
E02003245,POINT (516902.4147252975 300692.3140414685)
E02004597,POINT (562525.2419071917 222018.6089390665)
E02004486,POINT (570505.8660053347 209383.3002870196)
E02004571,POINT (581831.2273504561 190083.8461528805)
E02003604,POINT (519987.3175460352 244211.1177366172)
E02004930,POINT (517204.0812804815 209555.5979080983)
E02004529,POINT (555682.2546212797 204432.9858669299)
E02000246,POINT (511352.3151344714 183047.8619485543)
E02000247,POINT (513185.2673716099 182916.8645138607)
E02000244,POINT (516062.1801155919 183283.0600661045)
E02000242,POINT (517187.7763183813 183743.434136857)
E02000243,POINT (514747.1631965706 183408.8751336608)
E02000240,POINT (513061.0409074176 184839.9878528101)
E02000241,POINT (513625.9181288901 184477.0834431074)
E02000248,POINT (518592.915062799 182523.9360482379)
E02000249,POINT (514391.5210516986 182327.9954762833)
E02000437,POINT (515133.0277257424 191036.0973570325)
E02000434,POINT (518336.3741982175 191737.2048865088)
E02000435,POINT (516224.5524148233 191811.3648335175)
E02000432,POINT (531143.8960828707 187585.9194000035)
E02000433,POINT (517089.261009843 192528.2581780877)
E02000430,POINT (530416.6810690657 188187.9260259485)
E02000431,POINT (528935.5178385139 187693.8843700649)
E02000438,POINT (513435.1232324073 191098.341068737)
E02000439,POINT (519280.7653463716 190880.7575206121)
E02000746,POINT (543424.1109194118 181358.236963726)
E02000747,POINT (540095.5770891306 181137.6013989186)
E02000744,POINT (540507.9170660087 181988.3152066218)
E02000745,POINT (541648.1667626555 181678.2388112766)
E02000544,POINT (514639.8363122095 175044.1402326932)
E02000545,POINT (516016.3254328665 174921.0581878524)
E02000542,POINT (512832.4947064241 175652.6254639798)
E02000543,POINT (513695.2774587735 175310.0982149162)
E02000540,POINT (514745.657611843 176034.4147351405)
E02000541,POINT (511755.3410115516 175931.6777698033)
E02000548,POINT (508850.998379464 173619.4500514817)
E02000549,POINT (511183.5926275172 173515.8700746771)
E02000737,POINT (542788.4768656936 183074.4001011713)
E02000734,POINT (540046.9352636216 183571.2087890457)
E02000735,POINT (541023.8423558135 183371.8451428533)
E02000732,POINT (541814.3367419308 183626.4032788983)
E02000733,POINT (539377.9938454266 183581.8734348544)
E02000730,POINT (540847.4288219684 184060.5329172458)
E02000731,POINT (542327.8020616315 183709.979029889)
E02000738,POINT (541820.804433626 183017.3729846404)
E02000739,POINT (540508.1758841183 182898.6108415461)
E02000646,POINT (530109.4831255215 172252.5102253592)
E02000647,POINT (531281.2059140366 171647.3148749016)
E02000644,POINT (531226.1038527049 172473.6036881095)
E02000645,POINT (532119.1533066788 172301.9145586211)
E02000642,POINT (531962.4220404432 173307.7220989962)
E02000643,POINT (530417.9694768398 172790.4273102729)
E02000640,POINT (529409.7947284173 173557.4454464214)
E02000641,POINT (531166.1656500959 173521.4146354835)
E02000648,POINT (532168.0308895101 171374.0870694887)
E02000649,POINT (530043.2058670232 171401.2587106395)
E02000926,POINT (526969.1703465605 176385.6965199271)
E02000927,POINT (528335.8316690242 175927.3308903716)
E02000924,POINT (528893.1021491914 176829.2424229481)
E02000925,POINT (527658.2707607835 176540.9284749129)
E02000922,POINT (539561.1606176486 186007.6960001042)
E02000923,POINT (527546.4306487298 176957.0696708408)
E02000920,POINT (537784.1218933749 186592.6249530899)
E02000921,POINT (538874.0207453496 186041.748024516)
E02000106,POINT (521410.2194917693 185837.1691060676)
E02000187,POINT (529577.1802368916 183109.4474915213)
E02000107,POINT (523563.0233572379 185642.6637112208)
E02000186,POINT (528980.1135914408 183427.9336081878)
E02000104,POINT (518432.1382730111 186204.6526286263)
E02000185,POINT (525798.0874733699 183778.5905446745)
E02000105,POINT (517091.805927394 185798.7653239958)
E02000184,POINT (529316.4017651374 183905.9762757922)
E02000102,POINT (521571.8229333799 186592.6069015464)
E02000183,POINT (528184.0624758531 184010.8152232777)
E02000103,POINT (522555.8071897647 186403.0411609172)
E02000182,POINT (526636.9847503062 184161.5122643244)
E02000100,POINT (516770.8585424357 186862.8690979513)
E02000181,POINT (525805.0973305666 184322.5854602999)
E02000928,POINT (523563.2269158692 175706.6377415134)
E02000101,POINT (520038.2646424245 186588.2572042471)
